campaign,year,unit,subunit,site,point_name,settlements,agriculture,habitat,dunes,observations_id,latitude,longitude,date,time,date_end,time_end,activity,orientation,type,body,tail,tail_type,SciName,stones_flipped,weather,temp_shade,temp_sun,site_description,obs_snout_len,obs_tail_len,obs_regentail_len,material,obs_notes,disturbance,sv,t,regen_t,substrate,survey_protocol,count_individuals,weather_desc,wind,sex_new,age,observation_type,Column
T3,2019,Inland Sands,NA,Beer Milka,Beer Milka Far Shifting 3,NA,Far,NA,shifting,,30.915613,34.446467,21/07/2019,17:41:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Inland Sands,NA,Beer Milka,Beer Milka Far Shifting 3,NA,Far,NA,shifting,,30.915613,34.446467,21/07/2019,17:41:00,,,tracks,NA,tracks,NA,NA,NA,Spalerosophis diadema,NA,רוח ערה,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trail,1,NA,medium,NA,NA,indirect,NA
T3,2019,Inland Sands,NA,Beer Milka,Beer Milka Far Shifting 3,NA,Far,NA,shifting,,30.915613,34.446467,21/07/2019,17:41:00,,,pitfall trap,NA,direct,NA,NA,original,Chalcides sepsoides,NA,רוח ערה,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trap,1,NA,medium,NA,adult,direct,NA
T3,2019,Inland Sands,NA,Beer Milka,Beer Milka Far Shifting 3,NA,Far,NA,shifting,,30.915613,34.446467,21/07/2019,17:41:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,neonate,direct,NA
T3,2019,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,21/07/2019,17:58:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,24.6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,21/07/2019,17:58:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,24.6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,21/07/2019,17:58:00,,,feces,NA,feces,NA,NA,NA,Varanus griseus,NA,רוח ערה,24.6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,21/07/2019,17:58:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,24.6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,neonate,direct,NA
T3,2019,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,21/07/2019,17:58:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,24.6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,neonate,direct,NA
T3,2019,Inland Sands,NA,Beer Milka,Beer Milka Far Semi-Shifting 2,NA,Far,NA,semi-shifting,,30.924331,34.454255,21/07/2019,17:58:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,24.6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Shifting 1,Far,NA,NA,shifting,,31.61681834,34.51249738,19/08/2019,18:21:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,29.5,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,neonate,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Shifting 1,Far,NA,NA,shifting,,31.61681834,34.51249738,19/08/2019,18:21:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,29.5,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,subadult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Shifting 3,Far,NA,NA,shifting,,31.61857493,34.51235472,19/08/2019,17:59:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,26.2,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,subadult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Shifting 3,Far,NA,NA,shifting,,31.61857493,34.51235472,19/08/2019,17:59:00,,,tracks,NA,tracks,NA,NA,NA,Daboia palaestinae,NA,רוח ערה,26.2,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Shifting 2,Far,NA,NA,shifting,,31.75974652,34.62450973,25/08/2019,17:54:00,,,tracks,NA,tracks,NA,NA,NA,Chamaeleo chamaeleon,NA,רוח ערה,25,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Shifting 3,Far,NA,NA,shifting,,31.61857493,34.51235472,19/08/2019,17:59:00,,,tracks,NA,tracks,NA,NA,NA,Lytorhynchus diadema,NA,רוח ערה,26.2,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trail,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Shifting 3,Far,NA,NA,shifting,,31.61857493,34.51235472,19/08/2019,17:59:00,,,pitfall trap,in,direct,NA,NA,original,Acanthodactylus scutellatus,NA,רוח ערה,26.2,35.1,NA,NA,NA,NA,NA,זנב תכול,NA,31,60,NA,pitfall trap,trap,1,NA,medium,NA,neonate,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Shifting 3,Far,NA,NA,shifting,,31.61857493,34.51235472,19/08/2019,17:59:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,26.2,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,adult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Shifting 3,Far,NA,NA,shifting,,31.61857493,34.51235472,19/08/2019,17:59:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,26.2,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Shifting 3,Far,NA,NA,shifting,,31.61857493,34.51235472,19/08/2019,17:59:00,,,remains,NA,remains,NA,NA,NA,Testudo graeca,NA,רוח ערה,26.2,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.61799824,34.51935371,19/08/2019,17:28:00,,,moving,NA,direct,NA,NA,original,Acanthodactylus scutellatus,NA,רוח ערה,27,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,subadult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.61799824,34.51935371,19/08/2019,17:28:00,,,tracks,NA,tracks,NA,NA,NA,Psammophis schokari,NA,רוח ערה,27,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.61799824,34.51935371,19/08/2019,17:28:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,27,37.8,NA,NA,NA,NA,NA,מנסה לטרוף צרעה פרזיטואידית כלשהי,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,adult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.61799824,34.51935371,19/08/2019,17:28:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,27,37.8,NA,NA,NA,NA,NA,זנב תכול דהוי,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.61799824,34.51935371,19/08/2019,17:28:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,27,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,subadult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.61799824,34.51935371,19/08/2019,17:28:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,27,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,subadult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.61799824,34.51935371,19/08/2019,17:28:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,27,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.61799824,34.51935371,19/08/2019,17:28:00,,,moving,NA,direct,NA,NA,broken,Acanthodactylus scutellatus,NA,רוח ערה,27,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.61799824,34.51935371,19/08/2019,17:28:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,27,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.61799824,34.51935371,19/08/2019,17:28:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,27,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,male,NA,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 2,Far,NA,NA,semi-shifting,,31.61583271,34.51777231,19/08/2019,19:04:00,,,moving,NA,direct,NA,NA,NA,Psammophis schokari,NA,רוח ערה,30,39.6,NA,NA,NA,NA,NA,נמלט ונעלם בתוך לע ה גדולה,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,subadult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 2,Far,NA,NA,semi-shifting,,31.61583271,34.51777231,19/08/2019,19:04:00,,,tracks,NA,tracks,NA,NA,NA,Lytorhynchus diadema,NA,רוח ערה,30,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 2,Far,NA,NA,semi-shifting,,31.61583271,34.51777231,19/08/2019,19:04:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,30,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,neonate,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 2,Far,NA,NA,semi-shifting,,31.61583271,34.51777231,19/08/2019,19:04:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,30,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,male,NA,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 2,Far,NA,NA,semi-shifting,,31.61583271,34.51777231,19/08/2019,19:04:00,,,moving,NA,direct,NA,NA,original,Acanthodactylus scutellatus,NA,רוח ערה,30,39.6,NA,NA,NA,NA,NA,"זנב צהבהב זרחני, חשודה כארוכת כף אך לא השתכנענו",NA,NA,NA,NA,NA,scan,1,NA,medium,NA,neonate,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 2,Near,NA,NA,semi-shifting,,31.61151798,34.5167663,19/08/2019,20:40:00,,,tracks,NA,tracks,NA,NA,NA,Chalcides ocellatus,NA,רוח ערה,33.8,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trail,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 2,Near,NA,NA,semi-shifting,,31.61151798,34.5167663,19/08/2019,20:40:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,33.8,48,NA,NA,NA,NA,NA,על דרך ג'יפים בשולי החלקה,NA,NA,NA,NA,NA,trail,1,NA,medium,NA,subadult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 1,Near,NA,NA,semi-shifting,,31.61379896,34.52163252,19/08/2019,20:18:00,,,tracks,NA,tracks,NA,NA,NA,Psammophis schokari,NA,רוח ערה,32.2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 1,Near,NA,NA,semi-shifting,,31.61379896,34.52163252,19/08/2019,20:18:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,32.2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 1,Near,NA,NA,semi-shifting,,31.61379896,34.52163252,19/08/2019,20:18:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,32.2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trail,1,NA,medium,NA,neonate,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 1,Near,NA,NA,semi-shifting,,31.61379896,34.52163252,19/08/2019,20:18:00,,,slough,in,slough,NA,NA,NA,Daboia palaestinae,NA,רוח ערה,32.2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,burrow,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 1,Near,NA,NA,semi-shifting,,31.61379896,34.52163252,19/08/2019,20:18:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,32.2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,neonate,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.61795266,34.52790725,19/08/2019,16:39:00,,,moving,NA,direct,NA,NA,original,Acanthodactylus scutellatus,NA,רוח ערה,20.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.61795266,34.52790725,19/08/2019,16:39:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,20.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,subadult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.61795266,34.52790725,19/08/2019,16:39:00,,,pitfall trap,in,direct,NA,NA,regenerated,Chalcides sepsoides,NA,רוח ערה,20.2,24,NA,NA,NA,NA,NA,NA,NA,87,30,28,pitfall trap,trap,1,NA,medium,NA,adult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.61795266,34.52790725,19/08/2019,16:39:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,20.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,adult,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.61795266,34.52790725,19/08/2019,16:39:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,20.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.61795266,34.52790725,19/08/2019,16:39:00,,,tracks,NA,tracks,NA,NA,NA,Stellagama stellio,NA,רוח ערה,20.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.61795266,34.52790725,19/08/2019,16:39:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,20.2,24,NA,NA,NA,NA,NA,זנב תכול,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.61795266,34.52790725,19/08/2019,16:39:00,,,tracks,NA,tracks,NA,NA,NA,Spalerosophis diadema,NA,רוח ערה,20.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 3,Near,NA,NA,semi-shifting,,31.61987918,34.52137551,19/08/2019,17:06:00,,,tracks,NA,tracks,NA,NA,NA,Spalerosophis diadema,NA,רוח ערה,24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 3,Near,NA,NA,semi-shifting,,31.61987918,34.52137551,19/08/2019,17:06:00,,,tracks,NA,tracks,NA,NA,NA,Chalcides ocellatus,NA,רוח ערה,24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 3,Near,NA,NA,semi-shifting,,31.61987918,34.52137551,19/08/2019,17:06:00,,,moving,near,direct,NA,NA,NA,Psammophis schokari,NA,רוח ערה,24,27,NA,NA,NA,NA,NA,משקל 2.18 גרם. חצה את השביל. אבקוע פצפון,NA,205,97,NA,shrub,scan,1,NA,medium,NA,neonate,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 3,Near,NA,NA,semi-shifting,,31.61987918,34.52137551,19/08/2019,17:06:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,female,NA,direct,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 3,Near,NA,NA,semi-shifting,,31.61987918,34.52137551,19/08/2019,17:06:00,,,tracks,NA,tracks,NA,NA,NA,Psammophis schokari,NA,רוח ערה,24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trail,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 3,Near,NA,NA,semi-shifting,,31.61987918,34.52137551,19/08/2019,17:06:00,,,tracks,NA,tracks,NA,NA,NA,Stellagama stellio,NA,רוח ערה,24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Zikim,Zikim Near Semi-Shifting 3,Near,NA,NA,semi-shifting,,31.61987918,34.52137551,19/08/2019,17:06:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,subadult,direct,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.75178674,34.6118426,25/08/2019,17:05:00,,,tracks,NA,tracks,NA,NA,NA,Psammophis schokari,NA,רוח ערה,21.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.75178674,34.6118426,25/08/2019,17:05:00,,,tracks,NA,tracks,NA,NA,NA,Chalcides ocellatus,NA,רוח ערה,21.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.75178674,34.6118426,25/08/2019,17:05:00,,,pitfall trap,in,direct,NA,NA,original,Acanthodactylus scutellatus,NA,רוח ערה,21.8,25,NA,NA,NA,NA,NA,NA,NA,35,70,NA,pitfall trap,trap,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.75178674,34.6118426,25/08/2019,17:05:00,,,tracks,NA,tracks,NA,NA,NA,Lytorhynchus diadema,NA,רוח ערה,21.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trail,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.75178674,34.6118426,25/08/2019,17:05:00,,,tracks,NA,tracks,NA,NA,NA,Stenodactylus sthenodactylus,NA,רוח ערה,21.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trail,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.75178674,34.6118426,25/08/2019,17:05:00,,,pitfall trap,in,direct,NA,NA,regenerated,Chalcides sepsoides,NA,רוח ערה,21.8,25,NA,NA,NA,NA,NA,NA,NA,50,34,3,pitfall trap,trap,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.75178674,34.6118426,25/08/2019,17:05:00,,,pitfall trap,in,direct,NA,NA,original,Acanthodactylus scutellatus,NA,רוח ערה,21.8,25,NA,NA,NA,NA,NA,NA,NA,34,65,NA,pitfall trap,trap,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 1,Far,NA,NA,semi-shifting,,31.75178674,34.6118426,25/08/2019,17:05:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,21.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,subadult,direct,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.76023281,34.61866997,25/08/2019,17:29:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,21,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.76023281,34.61866997,25/08/2019,17:29:00,,,tracks,NA,tracks,NA,NA,NA,Macroprotodon cucullatus,NA,רוח ערה,21,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.76023281,34.61866997,25/08/2019,17:29:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,21,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,juvenile,direct,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.76023281,34.61866997,25/08/2019,17:29:00,,,moving,NA,direct,NA,NA,NA,Acanthodactylus scutellatus,NA,רוח ערה,21,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,adult,direct,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.76023281,34.61866997,25/08/2019,17:29:00,,,tracks,NA,tracks,NA,NA,NA,Chalcides ocellatus,NA,רוח ערה,21,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trail,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Semi-Shifting 3,Far,NA,NA,semi-shifting,,31.76023281,34.61866997,25/08/2019,17:29:00,,,tracks,NA,tracks,NA,NA,NA,Psammophis schokari,NA,רוח ערה,21,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trail,1,NA,medium,NA,NA,indirect,NA
T3,2019,Coastal Plain Sands,NA,Ashdod,Ashdod Far Shifting 1,Far,NA,NA,shifting,,31.75771835,34.62450841,25/08/2019,17:45:00,,,tracks,NA,tracks,NA,NA,NA,Daboia palaestinae,NA,רוח ערה,23.9,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scan,1,NA,medium,NA,NA,indirect,NA
